epoch,train_loss,train_acc,val_loss,val_acc
1,0.6068913882361519,0.6612,0.47977452564239503,0.7632
2,0.4379680020491282,0.7958222222222222,0.40357649369239806,0.8232
3,0.28880298597282833,0.8782666666666666,0.3243790283203125,0.8616
4,0.1670764408270518,0.9368888888888889,0.3457888048171997,0.8552
5,0.0803222766465611,0.9727555555555556,0.4207778003692627,0.8584
6,0.03084173443640272,0.9902666666666666,0.5542939734458924,0.8596
